CERT,STNAME,DOCKET,ACTIVE,ADDRESS,ASSET,CITY,COUNTY,DEP,INACTIVE,NAME,NEWCERT,ROA,ROAQ,ROE,ROEQ,ZIP
21981,Michigan,0,0,41325 West Ten Mile Road,48666,Novi,Oakland,45486,1,Security Bank Oakland County,14539,-0.584338889,-0.67,-10.39,-12.23,48050
21985,New Mexico,0,0,"6000 Menaul Boulevard, N.E.",37236,Albuquerque,Bernalillo,36461,1,Southwest National Bank,12260,-9.275683666,-17.81,-821.84,0,87110
21986,Wyoming,0,0,200 North Center Street,164450,Rock Springs,Sweetwater,142778,1,"Key Bank of Wyoming - 200 North Center Street, Rock Springs, Wyoming 829",18160,1.104912528,1.1,10.4,10.4,82901
21990,Florida,0,0,100 U.S. Highway 1,41222,Jupiter,Palm Beach,36480,1,Lighthouse National Bank,3567,0.554396631,0.38,9.42,6.33,33458
21991,Colorado,0,0,146 G Street,351611,Salida,Chaffee,252398,1,"Bank One, Western Colorado, National Association",18914,-0.463911583,-4.59,-4.67,-42.92,81201
21992,Florida,0,0,3311 West Hillsboro Boulevard,,Deerfield Beach,Broward,,1,Deer Creek Bank,13952,,,,,33441
21996,Massachusetts,7761,0,330 Whitney Avenue,1288435,Holyoke,Hampden,1000727,1,Heritage Bank for Savings,26305,-0.209807545,-1.11,-17.15,-90.67,1040
21997,Massachusetts,8385,0,584 Washington Street,62124,Whitman,Plymouth,48107,1,Landmark Bank for Savings,22051,-5.189374139,-5.19,0,0,2382
22001,Illinois,0,0,10055 Bunkum Road,38411,Fairview Heights,St. Clair,35999,1,Fairview Heights Community Bank,3763,0.164099307,0.56,2.96,10.33,62208
22021,Florida,0,0,117 North Fifth Street,13755,Chipley,Washington,12519,1,Bank of Washington County,15451,1.330220052,1.23,16.63,15.11,32428
22028,Wisconsin,0,0,205 Clark Street,13785,Algoma,Kewaunee,12674,1,First State Bank of Algoma,13060,0.17163364,-0.8,2.34,-11.03,54201
22036,Colorado,11099,0,6500 Lookout Road,554302,Boulder,Boulder,505281,1,FirstBank of Boulder,18714,1.899745619,1.71,25.59,21.67,80301
22037,Maryland,0,0,5454 Wisconsin Avenue,,Chevy Chase,Montgomery,,1,Century National Bank,9702,,,,,20015
22038,Texas,0,0,700 West Arkansas Lane,87096,Arlington,Tarrant,81621,1,"First City Bank-Central Arlington, National Association",1722,0.769100035,0.77,18.45,17.19,76010
22047,Washington,0,0,1375 Regents Boulevard,98987,Tacoma,Pierce,90480,1,Western Community Bank,11979,1.28770714,1.13,15.66,13.76,98407
22057,Michigan,9356,0,501 West Main Street,154904,Gaylord,Otsego,123970,1,First National Bank of Gaylord,27811,-0.254889987,0.02,-4.83,0.28,49735
22061,Colorado,13309,0,200 Grand Avenue,168466,Grand Junction,Mesa,148531,1,Bank of Colorado - Western Slope,18489,1.553808781,1.58,20.62,20.88,81501
22062,New York,0,0,429 East Tremont Street,158197,Bronx,Bronx,145767,1,Capital National Bank,32998,0.067565454,0.07,1.14,1.14,10457
22082,Mississippi,0,0,1111 Main Street,3875,Moss Point,Jackson,3562,1,The American Bank of Jackson County,12442,-5.441743875,-4.78,-72.48,-92.52,39563
22091,Texas,0,0,7400 Viscount,32647,El Paso,El Paso,29199,1,The Bank of El Paso,3191,0.92623983,0.92,9.84,9.29,79926
22097,Texas,0,0,1011 North Dallas Highway,29661,Waxahachie,Ellis,28314,1,"First Interstate Bank of Waxahachie, National Association",24344,-0.981281916,-1.88,-26.89,-52.75,75165
22105,Texas,10097,0,301 West Beauregard Street,447284,San Angelo,Tom Green,385891,1,"First Financial Bank, National Association",3066,1.887804735,2,15.91,17.08,76903
22109,Illinois,0,0,303 West Kirby Street,13369,Champaign,Champaign,12257,1,City Bank of Champaign,16450,0.869334591,1.74,11.65,22.26,61820
22113,Colorado,0,0,250 West Victory Way,19431,Craig,Moffat,18177,1,"Central Bank of Craig, National Association",27439,0.731313515,0.68,13.68,12.58,81625
22149,Virginia,0,0,"672 Battlefield Boulevard, North",115348,Chesapeake,Chesapeake City,104895,1,Jefferson National Bank/Tidewater,6871,-0.156496519,-0.16,-1.94,-1.94,23320
22154,Alabama,0,0,901 Greensboro Avenue,,Tuscaloosa,Tuscaloosa,,1,"Central Bank of Tuscaloosa, National Association",19048,,,,,35401
22156,Virgin Islands Of The U.S.,0,0,70b Kronprindsens Gade,,Charlotte Amalie,St. Thomas,,1,Deposit Insurance National Bank of the Virgin Islands,0,,,,,801
22168,California,0,0,333 West Santa Clara Street,520082,San Jose,Santa Clara,472723,1,Pacific Valley Bank,1544,0.364237673,0.36,6.4,6.4,95150
22169,Washington,9340,0,801 Alder Avenue,99067,Sumner,Pierce,87642,1,Bank of Sumner,22710,2.156389234,2.3,20.56,22.09,98390
22181,District Of Columbia,0,0,"2033 K Street, N.W.",,Washington,District Of Columbia,,1,"Washington Bank, National Association",12544,,,,,20006
22182,Illinois,0,0,2 Phillip Road,24077,Vernon Hills,Lake,21213,1,First of America Bank - Vernon Hills,16262,0.653357532,0.78,9.46,11.04,60061
22202,Wyoming,0,0,716 Pine Avenue,34802,Kemmerer,Lincoln,31954,1,First National Bank-Kemmerer,16522,1.705057077,2.12,24.78,27.77,83101
22210,Tennessee,0,0,800 East Broad Street,,Elizabethton,Carter,,1,Watauga Valley Bank,15685,,,,,37643
22216,Alabama,9762,0,Us Highway 31 And County Highway 105,18760,Pelham,Shelby,17435,1,First American Bank of Pelham,19526,-0.70492345,-0.7,-10.24,-10.24,35124
22223,Illinois,0,0,701 Public Square,144895,Benton,Franklin,131875,1,United Illinois Bank of Southern Illinois,3788,1.436409907,1.41,17.56,16.91,62812
22226,Maine,8005,0,145 Exchange Street,527940,Bangor,Penobscot,369440,1,UnitedKingfield Bank,4255,1.22223534,1.22,16.88,16.95,4401
22235,Minnesota,0,0,300 Prairie Center Drive,56253,Eden Prairie,Hennepin,52195,1,Suburban National Bank,5199,-2.511393472,-20.09,-65.7,-529.23,55344
22239,Oklahoma,0,0,Route 1,13212,Piedmont,Canadian,13099,1,Rolling Hills State Bank,27421,-2.750647564,-5.58,-122.26,-391.75,73078
22245,Ohio,0,0,7940 Plaza Boulevard,,Mentor,Lake,,1,National City Bank of Lake County,6557,,,,,44060
22249,Tennessee,0,0,965 West Bockman Way,,Sparta,White,,1,White County Bank,893,,,,,38583
22255,Texas,0,0,1919 South Closner,18242,Edinburg,Hidalgo,18023,1,National Bank of Commerce,14318,0.84585659,-0.22,4053.23,-87.91,78539
22259,Florida,0,0,130 Pompano Fashion Square,,Pompano Beach,Broward,,1,"Landmark Bank of Pompano Beach, N. A.",15474,,,,,33062
22261,Connecticut,9613,0,208 Elm Street,181626,New Canaan,Fairfield,161677,1,New Canaan Bank and Trust Company,17944,1.253593896,1.26,13.23,13.15,6840
22274,New Jersey,0,0,Route 9,69083,Little Egg Harbor Township,Ocean,59866,1,Southern Ocean State Bank,26240,1.699627098,2.57,20,29.57,8087
22295,Massachusetts,0,0,One Boston Place,11865883,Boston,Suffolk,9991659,1,"Mellon Trust of New England, National Association",7946,0.797683624,0.81,5.33,5.51,2108
22298,Michigan,0,0,"3175 28th Street, S.E.",23354,Kentwood,Kent,21269,1,Old Kent Bank of Kentwood,993,0.595349168,0.88,8.47,12.42,49508
22302,Puerto Rico,7657,0,Mayor And Isabel Streets,87110,Ponce,Ponce,83942,1,Banco Financiero de Puerto Rico,27150,-0.863575875,-1.03,-27.5,-37.2,731
22313,Illinois,0,0,One First Bank Plaza,102084,Lake Zurich,Lake,94547,1,"NBD Bank Lake Zurich, National Association",942,0.732991453,0.96,11.29,14.42,60047
22325,Connecticut,0,0,Division Street,69070,Ansonia,New Haven,64075,1,Housatonic Bank & Trust Company,27162,-2.286341132,-2.29,-273.58,-273.58,6401
22335,Indiana,9256,0,401 Washington Street,75232,Covington,Fountain,64779,1,Bank of Western Indiana,12838,1.635770152,1.7,12.86,13,47932
22342,Oklahoma,0,0,1749 North Main Street,9249,Miami,Ottawa,9584,1,Miami National Bank,27377,-5.075483692,-2.04,0,0,74354
22343,Ohio,0,0,120 South Third Street,384819,Ironton,Lawrence,312527,1,"Star Bank, National Association, Tri State",6548,1.292927624,1.27,12.66,12.3,45638
22348,Georgia,0,0,"Clayton, Thomas And Broad Streets",,Athens,Clarke,,1,Athens Bank and Trust,2116,,,,,30603
22349,Washington,0,0,101 East Holly Street,438494,Bellingham,Whatcom,398936,1,Bellingham Bank,11979,1.148589943,0.93,16.91,13.11,98227
22357,Georgia,14745,0,153 East Kytle Street,205152,Cleveland,White,155569,1,United Community Bank White County,16889,1.199150363,1.18,13.51,12.98,30528
22359,Virginia,0,0,2770 Riverside Drive,396279,Bassett,Henry,369385,1,Patrick Henry National Bank,58596,0.579230474,0.58,9.37,9.37,24055
22371,Virginia,0,0,141 Westover Drive,363270,Danville,Danville City,322463,1,Peoples National Bank,58596,0.558639279,0.54,5.4,5.22,24541
22376,Missouri,10475,0,2114 Paris Road,99693,Columbia,Boone,79587,1,Union Planters Bank of Mid-Missouri,4979,1.467247255,0.79,23.51,12.31,65202
22387,California,0,0,301 East Main Street,82236,Turlock,Stanislaus,79818,1,Golden Valley Bank,1331,-2.216665698,0.49,-111.8,193.36,95380
22390,Virginia,0,0,9401 West Broad Street,298375,Richmond,Henrico,263857,1,F & M Bank-Richmond,22584,0.347978055,1.21,4.16,14.67,23294
22401,Oregon,16133,0,5215 South Sixth Street,835915,Klamath Falls,Klamath,741697,1,South Valley Bank & Trust,28088,0.036120651,-0.19,0.46,-2.46,97603
22419,Florida,0,0,76 South Laura Street,278641,Jacksonville,Duval,242622,1,1st Performance National Bank,30514,0.092117394,-0.82,1.01,-8.95,32201
22425,California,0,0,298 South Sunnyvale Avenue,3288,Sunnyvale,Santa Clara,867,1,De Anza Bank,0,-0.288313325,3.27,-1.92,14.62,94086
22427,Florida,12324,0,2150 Goodlette Road North,2612515,Naples,Collier,2169446,1,Orion Bank,28100,-4.094981336,-11.38,-91.2,-278.97,34102
22429,West Virginia,0,0,625 Third Street,,New Martinsville,Wetzel,,1,First Wetzel National Bank,19730,,,,,26155
20118,Texas,0,0,5051 Westheimer Road,257535,Houston,Harris,242764,1,Texas American Bank/Galleria,18307,-3.117585952,-3.12,-55.83,-55.83,77027
20131,Texas,0,0,8820 Westheimer Road,34073,Houston,Harris,42498,1,BancTEXAS Westheimer,22115,-20.67075298,-20.67,0,0,77036
20133,Massachusetts,0,0,Merrimack Street,,Lowell,Middlesex,,1,Lowell Bank and Trust Company,2572,,,,,1852
20138,Florida,0,0,3345 North Congress Avenue,,Palm Springs,Palm Beach,,1,First Marine National Bank,17018,,,,,33460
20139,Florida,0,0,2901 East Fowler Avenue,22011,Tampa,Hillsborough,18993,1,University State Bank,27045,1.688617642,2.48,15.85,23.18,33682
20141,Georgia,0,0,3361 Clairmont Road,,De Kalb County,Dekalb,,1,De Kalb County Bank,179,,,,,30329
20165,Georgia,0,0,5596 Buford Highway,,Doraville,Dekalb,,1,First National Bank of Doraville,2115,,,,,30340
20170,Illinois,0,0,4646 North Cumberland Avenue,219199,Chicago,Cook,192110,1,First State Bank of Chicago,19008,1.16798148,1.17,14.08,14.08,60656
20192,New York,0,0,50 Chestnut Street,,Rochester,Monroe,,1,Bankers Trust Company of Rochester,610,,,,,14604
20197,Utah,0,0,One South Main Street,80443,St. George,Washington,73869,1,Dixie State Bank,13718,-3.566282864,-3.57,-50.79,-50.79,84770
20207,Mississippi,0,0,Public Square,32038,Bruce,Calhoun,27276,1,Farmers and Merchants Bank,9361,1.801164022,1.74,12.93,12.39,38915
20210,Virginia,0,0,6832 Old Dominion Drive,174187,Mclean,Fairfax,159413,1,Madison National Bank of Virginia,11589,-5.936643239,-5.94,0,0,22101
20211,Alabama,0,0,212 Main Street,33263,Headland,Henry,29689,1,SouthTrust Bank of Henry County,2793,0.832789099,0.98,12.74,13.28,36345
20216,Texas,0,0,"13111 Westheimer Road, Suite 123",9213,Houston,Harris,9143,1,"Enterprise Bank-West, National Association",16486,-6.051968439,-1.86,-446.65,0,77077
20217,New Jersey,10837,0,1345 Chew Landing Road,164435,Pine Valley,Camden,134851,1,Continental Bank of New Jersey,28429,-0.022195891,-0.1,-0.28,-0.94,8021
20228,Wisconsin,0,0,131 West Layton Avenue,,Milwaukee,Milwaukee,,1,Continental Bank Mid-America,18482,,,,,53207
20238,Virginia,0,0,726 Main Street,,Lynchburg,Lynchburg City,,1,Virginia National Bank/Lynchburg,6886,,,,,24504
20253,Missouri,0,0,1040 East Karsch Boulevard,101350,Farmington,St. Francois,91028,1,"Commerce Bank of St. Francois County, National Association",13730,0.920284395,0.92,12.79,12.21,63640
20258,Iowa,0,0,Main Street,16162,Earlville,Delaware,14424,1,The State Bank of Earlville,14633,1.198355831,0.7,14.72,8.07,52041
20271,Florida,0,0,3320 South Congress Avenue,,Palm Beach County,Palm Beach,,1,Barnett Bank of Palm Springs,19495,,,,,33460
20272,Pennsylvania,5035,0,1 West Mall Plaza,343400,Carnegie,Allegheny,160316,1,Lincoln Savings Bank,7948,0.285355202,-2.43,3.03,-34.72,15106
20275,Texas,0,0,8400 Long Point Road,69985,Houston,Harris,65274,1,NBC Bank - Spring Branch,20276,-0.857855084,-0.86,-13.85,-13.85,77055
20282,New Jersey,0,0,450 Route 33,,Hamilton Township,Mercer,,1,"The Hamilton Bank, National Association",8607,,,,,8619
20301,Wisconsin,0,0,229 East Capitol Drive,53044,Hartland,Waukesha,48921,1,M&I Lake Country National Bank,33419,0.849262736,0.88,11.37,12.03,53029
20304,Iowa,0,0,1000 West Mclane Street,8590,Osceola,Clarke,7693,1,Osceola State Bank & Trust Co.,26944,-15.4192636,-15.42,-1123.66,-1123.66,50213
20307,Colorado,0,0,3910 Buchtel Boulevard,133970,Denver,Denver,118891,1,First National Bank of Southeast Denver,3011,-0.207635807,-0.21,-2.47,-2.47,80222
20315,Illinois,0,0,Arlington Heights And Rand Roads,,Arlington Heights,Cook,,1,North Point State Bank,18138,,,,,60006
20342,Texas,0,0,1301 South Bowen Road,177056,Arlington,Tarrant,163776,1,MBank Arlington,18571,0.552307288,0.49,11.39,10.23,76013
20344,Colorado,0,0,416 Main Street,6315,Minturn,Eagle,5779,1,FirstBank of Minturn,19768,1.042439062,0.51,14.63,6.56,81645
20345,Florida,0,0,260 First Avenue South,56604,St. Petersburg,Pinellas,53185,1,McNulty Banking Company,27020,-4.672069885,-8.05,-79.65,-139.5,33701
20347,Maryland,13995,0,2 Hopkins Plaza,8557486,Baltimore,Baltimore City,4758615,1,Mercantile-Safe Deposit and Trust Company,6384,1.446619237,1.68,13.99,16.47,21203
20348,Texas,0,0,1033 Highway 181,21138,Portland,San Patricio,19858,1,Northshore Bank,18623,-2.735507073,-3.04,-38.78,-52.09,78374
20365,Arkansas,10865,0,Main And Third Streets,38460,Dierks,Howard,31381,1,First National Bank of Howard County,3857,1.075434014,1.21,6.16,6.77,71833
20399,New York,0,0,300 Park Avenue,,New York City,New York,,1,Barclays Bank of New York,7268,,,,,10022
20410,Texas,0,0,Railroad Street,23604,Seadrift,Calhoun,19023,1,Seaport Bank,17811,0.775360244,1.12,4.3,6.02,77983
20413,Texas,0,0,3515 West Camp Wisdom Road,38568,Dallas,Dallas,37666,1,Red Bird Bank of Dallas,19258,-3.482113869,-3.96,-102.04,-194.25,75224
20421,Illinois,0,0,1660 North Plainfield Road,53543,Crest Hill,Will,47430,1,Heritage Bank and Trust Company,29260,1.644997695,1.64,17.98,17.98,60435
20427,Missouri,0,0,2885 Netherton Drive,77761,St. Louis County,St. Louis,69881,1,Lewis and Clark Mercantile Bank,1085,0.988931522,0.89,11.19,10.37,63136
20430,Florida,0,0,1900 East Hallandale Beach Boulevard,,Hallandale,Broward,,1,First National Bank of Hallandale,8014,,,,,33009
20438,New York,0,0,185 Genesee Street,,Utica,Oneida,,1,Bankers Trust Company of Central New York,579,,,,,13501
20444,New Mexico,0,0,"10042 Coors Road, N.W.",288107,Albuquerque,Bernalillo,242087,1,Western Bank,19048,2.641358385,0.79,27.82,8.46,87114
20446,Texas,0,0,8150 North Central Expressway,95337,Dallas,Dallas,89644,1,"Texas Commerce Bank-Campbell Centre, National Association",19135,0.393068081,0.39,7.85,7.85,75206
20455,Colorado,0,0,2401 East Arapahoe Road,76860,Arapahoe County,Arapahoe,72160,1,Colorado National Bank - Arapahoe,3010,0.796377962,1.12,15.3,21.19,80161
20465,Virgin Islands Of The U.S.,0,0,70b Kronprindsens Gade,,Charlotte Amalie,St. Thomas,,1,The Peoples Bank of the Virgin Islands,0,,,,,801
20470,Massachusetts,0,0,1 Federal Street,31592,Danvers,Essex,28797,1,The Colonial National Bank,23142,1.097552504,1.21,20.97,23.05,1923
20472,Louisiana,0,0,5353 Essen Lane,195980,Baton Rouge,East Baton Rouge,180260,1,Guaranty Bank and Trust Company,28098,1.421094977,1.38,19.44,18.54,70809
20475,Florida,0,0,3600 North Ocean Boulevard,,Fort Lauderdale,Broward,,1,Southeast Bank of Galt Ocean Mile,17558,,,,,33306
20481,Virginia,0,0,1033 West Mercury Boulevard,,Hampton,Hampton City,,1,First Virginia Bank of the Peninsula,10728,,,,,23366
20486,Florida,0,0,2525 Pga Boulevard,,Palm Beach Gardens,Palm Beach,,1,First Marine Bank of Palm Beach Gardens,17018,,,,,33403
20511,Illinois,12750,0,45 Highway 14,80445,Cary,Mchenry,67298,1,First Security Bank of Cary-Grove,18350,0.52859471,0.37,3.87,2.91,60013
20514,Wyoming,0,0,Pearl And Glenwood Streets,201704,Jackson,Teton,170778,1,"Key Bank of Wyoming - 120 West Pearl, Jackson, Wyoming 83001",18160,1.660355164,1.66,18.9,18.9,83001
20516,Connecticut,0,0,342 Main Street,,Danbury,Fairfield,,1,The Danbury Bank and Trust Company,16855,,,,,6810
20544,Illinois,0,0,500 East Devon Avenue,196791,Elk Grove Village,Cook,178428,1,"Harris Bank Elk Grove, National Association",16571,0.931619154,0.93,12.19,12.19,60007
20546,New York,0,0,1300 East Forks Road,,Islip Township,Suffolk,,1,"Citibank (Suffolk), National Association",7213,,,,,11706
20556,Maine,0,0,170 Ocean Street,,South Portland,Cumberland,,1,South Portland Bank & Trust Company,20831,,,,,4106
20559,Virginia,0,0,East West Service Road,,Dulles International Airport,Loudoun,,1,Bank of Virginia-Loudoun,11589,,,,,20041
20560,Texas,0,0,Dowdy Ferry Road And I-45,48787,Hutchins,Dallas,45925,1,First RepublicBank Hutchins,3165,0.35946357,0.36,6.42,6.42,75141
20567,Kansas,0,0,4601 State Avenue,,Kansas City,Wyandotte,,1,Indian Springs State Bank,1874,,,,,66110
20580,New Mexico,0,0,"11104 Memual Boulevard, N.E.",,Albuquerque,Bernalillo,,1,Republic Bank,18629,,,,,87111
20584,Virginia,0,0,235 Madison Road,,Orange,Orange,,1,First Virginia Bank of Orange,19232,,,,,22960
20588,Iowa,0,0,7031 Douglas Avenue,55697,Urbandale,Polk,50013,1,Brenton Bank and Trust Company,17481,1.169848803,1.32,15.65,17.63,50322
20590,Florida,0,0,10301 North Dale Mabry Highway,,Hillsborough County,Hillsborough,,1,Carrollwood State Bank,133,,,,,33618
20591,Florida,0,0,3850 West Commercial Boulevard,,Tamarac,Broward,,1,Sun Bank of Broward County,17429,,,,,33310
20595,Illinois,0,0,2355 South Arlington Heights Road,60374,Arlington Heights,Cook,53113,1,First Chicago Bank of Arlington Heights,5758,0.062083951,0.06,1.15,1.15,60005
20607,Florida,0,0,7555 Ninth Street North,,St. Petersburg,Pinellas,,1,Community Bank of Northside,18323,,,,,33742
20614,Texas,0,0,104 Lamar Street,8870,Point Comfort,Calhoun,7934,1,Bank of Commerce Calhoun County,16931,0.605897914,0.85,7.87,10.42,77978
20619,Virginia,13805,0,333 West Valley Boulevard,304420,Honaker,Russell,269775,1,"Premier Bank-Central, National Association",9982,1.664478854,2.28,17.58,24.12,24260
20621,Minnesota,10831,0,618 Third Avenue East,57515,Alexandria,Douglas,52700,1,Community State Bank of Alexandria,9755,-1.461907556,-11.17,-19.72,-167.41,56308
20631,Utah,10438,0,1220 South 800 East,70928,Orem,Utah,63666,1,Wasatch Bank,2270,2.360710929,2.16,26.49,23.3,84057
20633,Georgia,0,0,135 Keys Ferry Road,,Mcdonough,Henry,,1,The Citizens and Southern Bank of Henry County,2155,,,,,30253
20636,Florida,0,0,1200 S.W. Third Street,,Pompano Beach,Broward,,1,Fidelity National Bank,21274,,,,,33061
20639,Florida,0,0,6600 Taft Street,274823,Hollywood,Broward,231918,1,American Bank of Hollywood,27136,0.32291596,0.32,3.1,3.1,33021
20654,California,0,0,751 First Street,,Gilroy,Santa Clara,,1,Gavilan Bank,1226,,,,,95020
20656,Virginia,0,0,One South Armistead Avenue,,Hampton,Hampton City,,1,First Peninsula Bank and Trust Company,18956,,,,,23669
20664,New Jersey,0,0,Maple Avenue At New Road,,Linwood,Atlantic,,1,The Mainland Bank,6420,,,,,8221
20682,Florida,0,0,2397 Collins Avenue,,Miami Beach,Miami-Dade,,1,Pan American Bank of Miami Beach,21950,,,,,33139
20686,Rhode Island,0,0,100 Bellevue Avenue,15960,Newport,Newport,11310,1,The Island Trust Company,30626,-2.190154182,-2.93,-7.79,-9.79,2840
20687,New Mexico,0,0,1234 St. Michael'S Drive,331179,Santa Fe,Santa Fe,241242,1,SUNWEST Bank of Santa Fe,2234,0.981438646,0.89,6.12,4.56,87501
