Cert,Report_Period,Institution_Name,City,State,Class,Total_Assets,Total_Deposits
21805,20230930,FIRST STATE BANK OF DEQUEEN,DE QUEEN,AR,SM,311128,272969
21807,20230930,LOVELADY STATE BANK,LOVELADY,TX,NM,50624,44704
21843,20230930,MIZUHO BANK (USA),NEW YORK,NY,SM,6438857,5199186
21848,20230930,QUAIL CREEK BANK,OKLAHOMA CITY,OK,NM,765292,694701
21868,20230930,"BESSEMER TRUST COMPANY, NATIONAL ASSOCIATION",NEW YORK,NY,N,3002806,2062862
21874,20230930,FIRST PEOPLES BANK OF TENNESSEE,JEFFERSON CITY,TN,NM,204962,180897
21883,20230930,TRUPOINT BANK,GRUNDY,VA,SM,525779,460883
21897,20230930,BANK STAR,PACIFIC,MO,NM,193049,162437
21906,20230930,PRIORITYONE BANK,MAGEE,MS,SM,1058371,893655
21928,20230930,KIRKWOOD BANK & TRUST CO.,BISMARCK,ND,NM,328547,293430
21943,20230930,TRI COUNTIES BANK,CHICO,CA,NM,9894277,8015231
21955,20230930,STRYV BANK,WICHITA,KS,SM,205558,178541
21956,20230930,MONTECITO BANK & TRUST,SANTA BARBARA,CA,NM,2082967,1852464
21978,20230930,FRONTIER STATE BANK,OKLAHOMA CITY,OK,NM,492872,432281
21988,20230930,COMMUNITY STATE BANK OF ROCK FALLS,ROCK FALLS,IL,NM,309490,282412
21998,20230930,COVINGTON COUNTY BANK,COLLINS,MS,NM,98648,85312
22015,20230930,ANDREW JOHNSON BANK,GREENEVILLE,TN,NM,546186,483770
22020,20230930,INSOUTH BANK,BROWNSVILLE,TN,SM,491074,447151
22046,20230930,FIRST NATIONAL BANK USA,BOUTTE,LA,N,202107,176920
22065,20230930,GRAND BANK,TULSA,OK,SM,596527,529800
22070,20230930,JOHNSON COUNTY BANK,MOUNTAIN CITY,TN,NM,151935,120769
22081,20230930,MAGNOLIA STATE BANK,BAY SPRINGS,MS,NM,436229,390177
22086,20230930,MAIN BANK,ALBUQUERQUE,NM,NM,245763,196711
22090,20230930,COFFEE COUNTY BANK,MANCHESTER,TN,NM,350692,296692
22092,20230930,FIRST NATIONAL COMMUNITY BANK,CHATSWORTH,GA,N,582457,507311
22134,20230930,CACHE VALLEY BANK,LOGAN,UT,NM,2891994,2555878
22138,20230930,RABUN COUNTY BANK,CLAYTON,GA,NM,277986,246201
22139,20230930,PROGRESSIVE BANK,MONROE,LA,NM,768772,668975
22180,20230930,UNITED BANKERS' BANK,BLOOMINGTON,MN,SM,1180835,674478
22205,20230930,BARWICK BANKING COMPANY,BARWICK,GA,NM,408713,370621
22229,20230930,COMMONWEALTH NATIONAL BANK,MOBILE,AL,N,67069,60726
22242,20230930,UNION BANK AND TRUST COMPANY,MINNEAPOLIS,MN,NM,180379,164594
22257,20230930,COLONY BANK,FITZGERALD,GA,NM,3084916,2625076
22263,20230930,AMERICAN STATE BANK OF GRYGLA,GRYGLA,MN,SM,71762,67187
22271,20230930,FIRST NATIONAL BANK,HAMILTON,AL,N,365095,321383
22273,20230930,BANK OF MINGO,WILLIAMSON,WV,NM,139613,116402
22282,20230930,FIRST NATIONS BANK,CHICAGO,IL,NM,516042,404642
22308,20230930,WEST MICHIGAN COMMUNITY BANK,HUDSONVILLE,MI,SM,938012,809590
22319,20230930,LEGACY BANK & TRUST COMPANY,MOUNTAIN GROVE,MO,SM,1632937,1405736
22334,20230930,ONE COMMUNITY BANK,OREGON,WI,SM,2136315,1646709
22340,20230930,BANK OF THE PANHANDLE,GUYMON,OK,NM,224989,187959
22354,20230930,COMMERCIAL BANK,HARROGATE,TN,SM,1906941,1574035
22355,20230930,"PINNACLE BANK, INC.",VANCEBURG,KY,NM,51040,38544
22358,20230930,THE CITIZENS BANK,GREENSBORO,AL,NM,109468,101038
22366,20230930,GBC INTERNATIONAL BANK,LOS ANGELES,CA,NM,607418,423932
22373,20230930,AMERICAN NATIONAL BANK & TRUST,WICHITA FALLS,TX,N,2007988,1739020
22381,20230930,ANAHUAC NATIONAL BANK,ANAHUAC,TX,N,242754,238307
22394,20230930,PEOPLES COMMUNITY BANK,GREENVILLE,MO,NM,651525,538649
22396,20230930,CENTRAL NATIONAL BANK,WACO,TX,N,1214200,1075030
22398,20230930,"MODERN BANK, NATIONAL ASSOCIATION",NEW YORK,NY,N,884405,686140
22430,20230930,WASHITA STATE BANK,BURNS FLAT,OK,NM,43629,35352
22434,20230930,"BANKCHAMPAIGN, NATIONAL ASSOCIATION",CHAMPAIGN,IL,N,200062,157531
22447,20230930,WRAY STATE BANK,WRAY,CO,NM,226019,201609
22448,20230930,FIRST STATE BANK,TAHLEQUAH,OK,NM,73542,67729
22451,20230930,VOLUNTEER STATE BANK,PORTLAND,TN,NM,1050464,902850
22460,20230930,MONTEREY COUNTY BANK,MONTEREY,CA,NM,209580,179597
22502,20230930,FIRST CITIZENS BANK OF BUTTE,BUTTE,MT,SM,78452,62713
22514,20230930,UTAH INDEPENDENT BANK,SALINA,UT,SM,135085,114879
22526,20230930,SPRING HILL STATE BANK,LONGVIEW,TX,NM,232152,198208
22536,20230930,FIRST SECURE BANK AND TRUST CO.,PALOS HILLS,IL,NM,359213,322350
22537,20230930,PEOPLES BANK OF ALABAMA,CULLMAN,AL,NM,1270042,1167920
22549,20230930,FIRST PROGRESSIVE BANK,BREWTON,AL,SM,33638,25051
22551,20230930,FIRST TEXAS BANK,KILLEEN,TX,NM,412143,361434
22559,20230930,BRAVERA BANK,DICKINSON,ND,NM,2521747,2162680
22567,20230930,COMMUNITY STATE BANK,SHELBINA,MO,NM,99339,80581
22578,20230930,BRIGHTON BANK,SALT LAKE CITY,UT,NM,294454,256305
22597,20230930,BANK OF THE SIERRA,PORTERVILLE,CA,NM,3736329,2884435
22598,20230930,FLORA BANK & TRUST,FLORA,IL,SM,107324,101217
22600,20230930,VALLEY BANK OF COMMERCE,ROSWELL,NM,NM,302120,269833
22601,20230930,CITIZENS BANK,BUTLER,MO,NM,186167,167708
22621,20230930,TOWN COUNTRY UNITED BANK,CAMDEN,AL,NM,124529,98564
22636,20230930,COMMUNITY BANK OF MARSHALL,MARSHALL,MO,NM,217387,203206
22639,20230930,BANK OF COMMERCE,RAWLINS,WY,SM,197361,183217
22653,20230930,GREEN DOT BANK DBA BONNEVILLE BANK,PROVO,UT,SM,3843451,3708767
22657,20230930,CITIZENS STATE BANK,ROMA,TX,NM,86924,81131
22669,20230930,NEVADA BANK AND TRUST COMPANY,CALIENTE,NV,NM,199246,186559
22717,20230930,CITIZENS BANK AND TRUST COMPANY OF ARDMORE,ARDMORE,OK,SM,315860,245050
22738,20230930,FIRST UTAH BANK,SALT LAKE CITY,UT,NM,695454,587920
22739,20230930,BANK OF ST. FRANCISVILLE,SAINT FRANCISVIL,LA,NM,301788,257608
22756,20230930,PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY,BYRDSTOWN,TN,NM,248344,221074
22811,20230930,BRICKYARD BANK,LINCOLNWOOD,IL,NM,153881,122031
22835,20230930,THE LAUDERDALE COUNTY BANK,HALLS,TN,NM,61420,55271
22838,20230930,BANK OF GIBSON CITY,GIBSON CITY,IL,NM,136870,115841
22839,20230930,LATIMER STATE BANK,WILBURTON,OK,NM,67829,53873
22855,20230930,OKLAHOMA HERITAGE BANK,ROFF,OK,NM,107751,88772
22858,20230930,UNITED BANK,FAIRFAX,VA,SM,29155846,22925658
22867,20230930,COMMUNITY BANK OF RAYMORE,RAYMORE,MO,NM,322969,329277
22874,20230930,HICKORY POINT BANK AND TRUST,DECATUR,IL,NM,752527,646364
22876,20230930,SOUTHWEST MISSOURI BANK,CARTHAGE,MO,NM,1055708,936042
22888,20230930,FARMERS AND MINERS BANK,PENNINGTON GAP,VA,SM,177090,155297
22895,20230930,PUTNAM COUNTY STATE BANK,UNIONVILLE,MO,NM,253018,212641
22918,20230930,THE FIRST BANK AND TRUST COMPANY,LEBANON,VA,SM,3147587,2764057
22925,20230930,INDEPENDENCE BANK,INDEPENDENCE,OH,NM,184429,158288
22939,20230930,WHEATLAND BANK,SPOKANE,WA,NM,762636,608992
22942,20230930,THE AMERICAN NATIONAL BANK OF MOUNT PLEASANT,MOUNT PLEASANT,TX,N,127562,121575
22953,20230930,"AMERANT BANK, NATIONAL ASSOCIATION",CORAL GABLES,FL,N,9329404,7599328
22954,20230930,"CITIZENS BANK OF MORGANTOWN, INC.",MORGANTOWN,WV,NM,52002,41170
22957,20230930,WEST TEXAS NATIONAL BANK,MIDLAND,TX,N,2231573,1843163
22964,20230930,FIRST COMMUNITY BANK,SAN BENITO,TX,NM,707234,628963
22971,20230930,STATE BANK,WONDER LAKE,IL,NM,283744,234078
22993,20230930,TWIN RIVER BANK,LEWISTON,ID,NM,137848,122874
23007,20230930,OREGON PACIFIC BANKING COMPANY DBA OREGON PACIFIC BANK,FLORENCE,OR,SM,752510,672230
23030,20230930,CENTRAL VALLEY COMMUNITY BANK,FRESNO,CA,NM,2435287,2149346
23041,20230930,BANK OF THE PACIFIC,ABERDEEN,WA,NM,1181089,1051660
23086,20230930,"NEW OMNI BANK, NATIONAL ASSOCIATION",ALHAMBRA,CA,N,541491,362396
23091,20230930,ALPINE BANK,GLENWOOD SPRINGS,CO,NM,6463341,5849770
23099,20230930,THE BANK OF PROTECTION,PROTECTION,KS,NM,85291,68541
23123,20230930,BANK OF BARTLETT,BARTLETT,TN,SM,552617,442002
23126,20230930,HURON STATE BANK,ROGERS CITY,MI,SM,89913,80244
23144,20230930,SOUTH LOUISIANA BANK,HOUMA,LA,NM,667364,577082
23152,20230930,FIRST CITIZENS BANK,LUVERNE,AL,NM,345486,295632
23189,20230930,COMMUNITY BANK AND TRUST COMPANY,MUSCATINE,IA,NM,270920,252042
23210,20230930,BANKERS' BANK OF THE WEST,DENVER,CO,SM,423647,261893
23220,20230930,WOODFOREST NATIONAL BANK,THE WOODLANDS,TX,N,9260248,7970827
23222,20230930,MISSISSIPPI RIVER BANK,BELLE CHASSE,LA,NM,123294,104305
23242,20230930,CALIFORNIA PACIFIC BANK,SAN FRANCISCO,CA,NM,83466,42203
23244,20230930,NORTH ADAMS STATE BANK,URSA,IL,NM,46950,40706
23257,20230930,COMMUNITY STATE BANK,GALVA,IL,NM,346189,308158
23270,20230930,SIOUXLAND BANK,SOUTH SIOUX CITY,NE,SM,85397,77019
23275,20230930,PLUMAS BANK,QUINCY,CA,SM,1573008,1405938
23286,20230930,FALL RIVER FIVE CENTS SAVINGS BANK,FALL RIVER,MA,SM,1795649,1307901
23287,20230930,THE CAPE COD FIVE CENTS SAVINGS BANK,HYANNIS,MA,NM,5506373,4472672
23293,20230930,FLORENCE BANK,FLORENCE,MA,SI,1884819,1659021
23296,20230930,SALEM FIVE CENTS SAVINGS BANK,SALEM,MA,NM,7117552,5077992
23298,20230930,WATERTOWN SAVINGS BANK,WATERTOWN,MA,SM,1416983,1269370
23373,20230930,UNITED ORIENT BANK,NEW YORK,NY,NM,101236,62917
23376,20230930,"FIRST JACKSON BANK, INC.",STEVENSON,AL,NM,405260,335655
23404,20230930,EVERGREEN NATIONAL BANK,EVERGREEN,CO,N,136940,125133
23430,20230930,FIRST NATIONAL BANK OF BURLESON,BURLESON,TX,N,235388,207631
23472,20230930,"THE BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION",LOS ANGELES,CA,N,1318872,1063
23473,20230930,FIRST FIDELITY BANK,OKLAHOMA CITY,OK,SM,2707956,2337086
23474,20230930,THE AMERICAN NATIONAL BANK OF TEXAS,TERRELL,TX,N,5482618,4295416
23498,20230930,"TBK BANK, SSB",DALLAS,TX,SI,5597824,4527901
23523,20230930,"CITIZENS' BANK, INC.",ROBERTSDALE,AL,NM,158992,149165
23537,20230930,BANKERS' BANK,MADISON,WI,SM,1460714,870343
23546,20230930,MUNICIPAL TRUST AND SAVINGS BANK,BOURBONNAIS,IL,NM,344343,276140
23551,20230930,COMMUNITY BANK OF EL DORADO SPRINGS,EL DORADO SPRING,MO,NM,124035,105778
23597,20230930,LAMAR NATIONAL BANK,PARIS,TX,N,381228,322751
23620,20230930,DEDHAM INSTITUTION FOR SAVINGS,DEDHAM,MA,SI,2303335,1740531
23621,20230930,BERKSHIRE BANK,PITTSFIELD,MA,NM,12133376,10086155
23622,20230930,BRISTOL COUNTY SAVINGS BANK,TAUNTON,MA,NM,3142325,2535258
23623,20230930,"THE WASHINGTON TRUST COMPANY, OF WESTERLY",WESTERLY,RI,NM,7183158,5431113
23627,20230930,REPUBLIC BANK & TRUST COMPANY,LOUISVILLE,KY,NM,6377254,4826357
23647,20230930,TIB NATIONAL ASSOCIATION,FARMERS BRANCH,TX,N,2945452,2204407
23737,20230930,"VAST BANK, NATIONAL ASSOCIATION",TULSA,OK,N,1009477,907073
23749,20230930,MISSION NATIONAL BANK,SAN FRANCISCO,CA,N,189240,140362
23764,20230930,FMS BANK,FORT MORGAN,CO,SM,280840,226560
23772,20230930,COMMERCE BANK,LAREDO,TX,NM,640526,563413
23798,20230930,MCCURTAIN COUNTY NATIONAL BANK,BROKEN BOW,OK,N,337153,291049
23799,20230930,TEXAS FIRST BANK,TEXAS CITY,TX,SM,2154176,1865448
23805,20230930,UNITED PACIFIC BANK,CITY OF INDUSTRY,CA,NM,154260,121074
23806,20230930,TRAILWEST BANK,LOLO,MT,NM,911363,685533
23815,20230930,FIRST STATE BANK OF DEKALB COUNTY,FORT PAYNE,AL,NM,319775,280968
23826,20230930,BANK OF JACKSON HOLE TRUST,JACKSON,WY,SM,39613,1000
23864,20230930,SUMMIT BANK,OAKLAND,CA,NM,330191,277261
23886,20230930,"AMERICAN BANK, NATIONAL ASSOCIATION",WACO,TX,N,629866,572611
23966,20230930,ONEUNITED BANK,BOSTON,MA,NM,593616,511739
23986,20230930,MINNESOTA LAKES BANK,DELANO,MN,SM,138525,125553
23989,20230930,MINERS EXCHANGE BANK,COEBURN,VA,SM,90082,79505
23992,20230930,COUNTRY BANK FOR SAVINGS,WARE,MA,SI,1823375,1321353
23998,20230930,STATE BANK OF INDIA (CALIFORNIA),LOS ANGELES,CA,NM,1151346,935269
24015,20230930,THE HARBOR BANK OF MARYLAND,BALTIMORE,MD,NM,371949,328627
24038,20230930,BRAZOS NATIONAL BANK,RICHWOOD,TX,N,28751,13564
24045,20230930,PACIFIC WESTERN BANK,BEVERLY HILLS,CA,NM,36711566,26782405
24064,20230930,ATASCOSA BANK,PLEASANTON,TX,NM,88752,82764
24085,20230930,CITIZENS NATIONAL BANK,CROCKETT,TX,N,101091,90722
24156,20230930,OCEAN BANK,MIAMI,FL,NM,6116050,5325968
24170,20230930,HANMI BANK,LOS ANGELES,CA,NM,7319729,6268788
24199,20230930,CAPITOL NATIONAL BANK,LANSING,MI,N,187913,159509
24211,20230930,"BANK OF WHITTIER, NATIONAL ASSOCIATION",WHITTIER,CA,N,171339,146943
24272,20230930,THE CHASEWOOD BANK,HOUSTON,TX,NM,95855,82065
24303,20230930,PAVILLION BANK,RICHARDSON,TX,NM,68741,56048
24305,20230930,LLANO NATIONAL BANK,LLANO,TX,N,299417,274168
24332,20230930,FIRST CREDIT BANK,LOS ANGELES,CA,NM,555049,327726
24347,20230930,LONE STAR NATIONAL BANK,PHARR,TX,N,2777237,2504063
24353,20230930,FIRST COMMUNITY BANK,CORPUS CHRISTI,TX,NM,669046,574940
24367,20230930,CITY NATIONAL BANK,CORSICANA,TX,N,65885,53689
24387,20230930,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA USA, NATIONAL ASSOCIATION",NEW YORK,NY,N,3031212,2190197
24443,20230930,PROGRESSIVE NATIONAL BANK,MANSFIELD,LA,N,114611,101659
24472,20230930,AMERICAN NATION BANK,ARDMORE,OK,SM,629296,550781
24498,20230930,FIRST STATE BANK,GRAHAM,TX,NM,248675,223236
24516,20230930,INTERAUDI BANK,NEW YORK,NY,NM,2198091,1905402
24540,20230930,BANK OF NEW ENGLAND,SALEM,NH,NM,1388131,1118585
24563,20230930,TEXAS COMMUNITY BANK,LAREDO,TX,SM,1947877,1704109
24603,20230930,"FIRST COMMERCIAL BANK, NATIONAL ASSOCIATION",SEGUIN,TX,N,517352,458854
24677,20230930,"TRIAD BANK, NATIONAL ASSOCIATION",TULSA,OK,N,235556,210490
24823,20230930,INTERNATIONAL FINANCE BANK,MIAMI,FL,NM,1016234,912400
24829,20230930,ATLANTIC COMMUNITY BANKERS BANK,CAMP HILL,PA,SM,858447,540367
24865,20230930,FIRST NEW MEXICO BANK OF SILVER CITY,SILVER CITY,NM,NM,137194,116844
24867,20230930,BNY MELLON TRUST OF DELAWARE,WILMINGTON,DE,NM,186843,96093
24897,20230930,COMMUNITY NATIONAL BANK,MIDLAND,TX,N,1944728,1633411
24902,20230930,FIRST NATIONAL BANK OF SOUTH PADRE ISLAND,SOUTH PADRE ISLA,TX,N,82591,74325
24919,20230930,UWHARRIE BANK,ALBEMARLE,NC,SM,1067822,994643
24920,20230930,WOORI AMERICA BANK,NEW YORK,NY,NM,3196935,2672166
24922,20230930,GRAND VALLEY BANK,HEBER CITY,UT,NM,569080,539109
24961,20230930,INTERNATIONAL BANK OF COMMERCE,ZAPATA,TX,NM,470748,407879
24966,20230930,VALLEY BANK OF RONAN,RONAN,MT,SM,165104,147527
24998,20230930,COMMERCE BANK,KANSAS CITY,MO,SM,31204394,25436938
25054,20230930,SUMMIT NATIONAL BANK,HULETT,WY,N,121579,111107
25093,20230930,HABIB AMERICAN BANK,NEW YORK,NY,NM,2416906,1439643
25103,20230930,CITY BANK,LUBBOCK,TX,NM,4184122,3709685
25122,20230930,FIRST NATIONAL BANK NORTHWEST FLORIDA,PANAMA CITY,FL,N,169031,143749
25158,20230930,"FINANCE FACTORS, LTD.",HONOLULU,HI,NM,667048,520988
25161,20230930,COMMUNITY NATIONAL BANK OF OKARCHE,OKARCHE,OK,N,130875,115003
25173,20230930,MEADE COUNTY BANK,BRANDENBURG,KY,NM,374151,296632
25178,20230930,"BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION",SAN FRANCISCO,CA,N,15156000,7616000
25247,20230930,FIRST NATIONAL BANKER'S BANK,BATON ROUGE,LA,N,976009,372789
25249,20230930,"C3BANK, NATIONAL ASSOCIATION",ENCINITAS,CA,N,860862,722166
25258,20230930,"INTERCREDIT BANK, NATIONAL ASSOCIATION",CORAL GABLES,FL,N,597363,507859
25260,20230930,STATE BANK OF BROOKS,CORNING,IA,NM,22071,19160
25267,20230930,TRUBANK,INDIANOLA,IA,NM,430586,328012
25291,20230930,BANK OF THE VALLEY,BELLWOOD,NE,NM,480483,435987
25328,20230930,BOC BANK,MCLEAN,TX,SM,247489,199565
25591,20230930,CEDAR SECURITY BANK,FORDYCE,NE,NM,55898,41534
25620,20230930,"CREDIT ONE BANK, NATIONAL ASSOCIATION",LAS VEGAS,NV,N,1404391,641452
25621,20230930,"SAGE CAPITAL BANK,",GONZALES,TX,NM,638707,571827
25644,20230930,"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",SAN FRANCISCO,CA,N,183792,139558
25665,20230930,COMMUNITY NATIONAL BANK,SENECA,KS,N,815217,709990
25679,20230930,INTERNATIONAL BANK OF COMMERCE,BROWNSVILLE,TX,NM,3872416,3538952
25703,20230930,THE BANK OF THE WEST,THOMAS,OK,NM,162622,140336
25726,20230930,MURPHY BANK,FRESNO,CA,NM,378207,310081
25738,20230930,SOVEREIGN BANK,SHAWNEE,OK,SM,922178,776361
25744,20230930,SMALL BUSINESS BANK,LENEXA,KS,SM,102552,92758
25749,20230930,"EASTBANK, NATIONAL ASSOCIATION",NEW YORK,NY,N,156497,115693
25750,20230930,COMMUNITY BANK,ALVA,OK,NM,110792,103865
25752,20230930,COMMUNITY BANK,LONGVIEW,TX,NM,280379,249155
25795,20230930,PEOPLES BANK & TRUST,BUFORD,GA,NM,547779,503484
25796,20230930,COMMUNITY BANK AND TRUST - WEST GEORGIA,LAGRANGE,GA,NM,106525,102458
25803,20230930,HATCH BANK,SAN MARCOS,CA,NM,150811,82611
25849,20230930,MIDWEST INDEPENDENT BANKERSBANK,JEFFERSON CITY,MO,SM,324075,214607
25858,20230930,EQUITY BANK,ANDOVER,KS,SM,4942230,4105371
25869,20230930,METROPOLITAN BANK,OAKLAND,CA,NM,224520,184981
25883,20230930,FIRST EAGLE BANK,CHICAGO,IL,SM,563535,435040
25886,20230930,RIO BANK,MCALLEN,TX,NM,790139,725666
25894,20230930,FIRST NATIONAL BANK,OLDHAM,SD,N,418182,352968
26021,20230930,VALLEY STATE BANK,RUSSELLVILLE,AL,NM,150892,128299
26181,20230930,TEXAS NATIONAL BANK OF JACKSONVILLE,JACKSONVILLE,TX,N,820850,735148
26185,20230930,CHARTER WEST BANK,WEST POINT,NE,SM,431988,381782
26189,20230930,THE HAVERFORD TRUST COMPANY,RADNOR,PA,SM,176485,120711
26217,20230930,BANK OF COMMERCE,CHANUTE,KS,SM,441460,391280
26219,20230930,FIRST NATIONAL BANK,SPEARMAN,TX,N,272328,226414
26223,20230930,"GOLDEN BANK, NATIONAL ASSOCIATION",HOUSTON,TX,N,1651835,1369599
26228,20230930,FIRST NATIONAL BANK OF DUBLIN,DUBLIN,TX,N,131701,117666
26260,20230930,THE FIRST NATIONAL BANK IN MARLOW,MARLOW,OK,N,72646,67628
26271,20230930,HOME BANK OF CALIFORNIA,SAN DIEGO,CA,NM,236830,183593
26299,20230930,PACIFIC NATIONAL BANK,MIAMI,FL,N,1205236,974433
26312,20230930,"FIRST AMERICAN TRUST, FSB",SANTA ANA,CA,SB,6216552,6186716
26323,20230930,"FLORIDA CAPITAL BANK, NATIONAL ASSOCIATION",JACKSONVILLE,FL,N,495986,350298
26333,20230930,GENESEE REGIONAL BANK,ROCHESTER,NY,NM,1143815,810727
26336,20230930,THE VILLAGE BANK,AUBURNDALE,MA,SI,1947207,1700772
26340,20230930,FLINT HILLS BANK,ESKRIDGE,KS,NM,148153,139318
26342,20230930,"RBC BANK, (GEORGIA) NATIONAL ASSOCIATION",ATLANTA,GA,N,6327772,5638916
26351,20230930,UNITY NATIONAL BANK OF HOUSTON,HOUSTON,TX,N,183396,155314
26358,20230930,STATE BANK OF SOUTHWEST MISSOURI,SPRINGFIELD,MO,NM,159243,141144
26363,20230930,COMMUNITY COMMERCE BANK,CLAREMONT,CA,NM,375466,277890
26379,20230930,PIKE NATIONAL BANK,MCCOMB,MS,N,363934,326230
26381,20230930,"CITIZENS NATIONAL BANK, N.A.",BOSSIER CITY,LA,N,1564097,1292726
26392,20230930,DEUTSCHE BANK TRUST COMPANY DELAWARE,NEWARK,DE,NM,128220,3027
26393,20230930,THE PITTSFIELD CO-OPERATIVE BANK,PITTSFIELD,MA,SI,388766,301406
26395,20230930,MUTUALONE BANK,FRAMINGHAM,MA,SI,1279651,898082
26397,20230930,GREENFIELD CO-OPERATIVE BANK,GREENFIELD,MA,SM,761889,677037
26398,20230930,AMERICAN NATIONAL BANK,OAKLAND PARK,FL,N,461927,403974
26403,20230930,BANK OF IDAHO,IDAHO FALLS,ID,NM,1057034,914647
26411,20230930,HAVERHILL BANK,HAVERHILL,MA,SI,578167,485627
26416,20230930,COMMUNITY STATE BANK OF CANTON,CANTON,OK,NM,65612,58297
26442,20230930,"TERRABANK, NATIONAL ASSOCIATION",MIAMI,FL,N,744986,672665
26444,20230930,EVERETT CO-OPERATIVE BANK,EVERETT,MA,SI,1212994,836395
26450,20230930,CANTON CO-OPERATIVE BANK,CANTON,MA,SM,150455,129442
26451,20230930,FIDELITY CO-OPERATIVE BANK,LEOMINSTER,MA,SI,1516408,1303095
26455,20230930,SAVERS CO-OPERATIVE BANK,SOUTHBRIDGE,MA,SI,720315,554774
26483,20230930,NEEDHAM BANK,NEEDHAM,MA,SM,4231912,3440819
26484,20230930,"NORTH SHORE BANK, A CO-OPERATIVE BANK",PEABODY,MA,SI,1639053,1379498
26487,20230930,WALPOLE CO-OPERATIVE BANK,WALPOLE,MA,SM,575161,432981
26499,20230930,AMERICAN NATIONAL BANK OF MINNESOTA,BAXTER,MN,N,449616,338361
26512,20230930,METHUEN CO-OPERATIVE BANK,METHUEN,MA,SI,132406,120098
26513,20230930,STOUGHTON CO-OPERATIVE BANK,STOUGHTON,MA,SM,123068,110506
26516,20230930,WAKEFIELD CO-OPERATIVE BANK,WAKEFIELD,MA,SI,314186,269178
26517,20230930,CAPE COD CO-OPERATIVE BANK,YARMOUTH PORT,MA,SI,1522206,1308801
26519,20230930,FROST STATE BANK,FROST,MN,NM,49561,40441
26520,20230930,SECURITY BANK OF SOUTHWEST MISSOURI,CASSVILLE,MO,NM,120223,106706
26522,20230930,THE BANK,OBERLIN,KS,NM,448676,398188
26523,20230930,HOMETOWN BANK,OXFORD,MA,SM,1375790,1194132
26530,20230930,DENALI STATE BANK,FAIRBANKS,AK,NM,495566,417031
26536,20230930,BANKGLOUCESTER,GLOUCESTER,MA,SI,382087,338059
26539,20230930,BANK OF THE FEDERATED STATES OF MICRONESIA,POHNPEI,FM,NM,221552,195860
26542,20230930,"BANK OF DESOTO, NATIONAL ASSOCIATION",DE SOTO,TX,N,232703,208062
26543,20230930,FIRST NATIONAL BANK,WICHITA FALLS,TX,N,1430793,1128908
26554,20230930,BANK OF EASTON,NORTH EASTON,MA,SM,193061,173616
26555,20230930,ONELOCAL BANK,NORWOOD,MA,SI,933872,739353
26559,20230930,"STONEHAMBANK, A CO-OPERATIVE BANK",STONEHAM,MA,SI,790452,626918
26564,20230930,DELTA BANK,VIDALIA,LA,NM,572188,511994
26567,20230930,NORTH CAMBRIDGE CO-OPERATIVE BANK,CAMBRIDGE,MA,SI,85289,62525
26576,20230930,WRENTHAM CO-OPERATIVE BANK,WRENTHAM,MA,SI,154627,136562
26588,20230930,DEDICATED COMMUNITY BANK,DARLINGTON,SC,NM,93527,81954
26590,20230930,ABINGTON BANK,ABINGTON,MA,SM,1374265,972228
26591,20230930,COASTAL HERITAGE BANK,WEYMOUTH,MA,SM,977693,774630
26602,20230930,CHARLES RIVER BANK,MEDWAY,MA,SM,306878,288247
26610,20230930,BANK OF HOPE,LOS ANGELES,CA,NM,20070938,15772186
26620,20230930,READING CO-OPERATIVE BANK,READING,MA,SM,880255,780396
26626,20230930,UNITED TEXAS BANK,DALLAS,TX,SM,1295915,896010
26627,20230930,BANK OF THE WEST,GRAPEVINE,TX,NM,763986,701020
26633,20230930,DELTA NATIONAL BANK AND TRUST COMPANY,NEW YORK,NY,N,364949,156557
26634,20230930,MECHANICS COOPERATIVE BANK,TAUNTON,MA,SI,691189,547280
26647,20230930,FIRSTRUST SAVINGS BANK,CONSHOHOCKEN,PA,SI,5122806,3915615
26653,20230930,BANDERA BANK,BANDERA,TX,NM,94104,85470
26658,20230930,AMISTAD BANK,DEL RIO,TX,NM,47550,40176
26677,20230930,THE BANKERS BANK,OKLAHOMA CITY,OK,SM,240159,179605
26687,20230930,PNB COMMUNITY BANK,NICEVILLE,FL,NM,147726,135141
26689,20230930,BANK OF ALMA,ALMA,WI,NM,308005,163328
26703,20230930,"RIVER CITY BANK, INC.",LOUISVILLE,KY,NM,446267,382805
26704,20230930,BALBOA THRIFT AND LOAN ASSOCIATION,CHULA VISTA,CA,NM,393823,341943
26708,20230930,SPECTRA BANK,FORT WORTH,TX,NM,83604,76463
26725,20230930,BANCO DO BRASIL AMERICAS,MIAMI,FL,NM,2735797,2499610
26727,20230930,BANK OF SOUTH TEXAS,MCALLEN,TX,NM,163213,136633
26738,20230930,TEXAS FINANCIAL BANK,EDEN,TX,NM,124002,110727
26755,20230930,"MINNESOTA FIRST CREDIT AND SAVINGS, INCORPORATED",ROCHESTER,MN,NM,24399,19161
26760,20230930,GREEN BELT BANK & TRUST,IOWA FALLS,IA,NM,655815,586061
